vehicles,in_operation,num_vehicles,origin,destination,price,miles
Car,1,1,"fremont, CA","long beach, CA",100,384.615
Pickup,0,1,"barstow, CA","martinez, CA",300,400
"Car, Car, Car, Car, Car, Car, Car",0,7,"hayward, CA","san jose, CA",350,224.359
Car,0,1,"folsom, CA","brea, CA",200,444.444
Car,0,1,"santa monica, CA","berkeley, CA",325,373.563
2 Vehicles,1,1,"san francisco, CA","concord, CA",300,75.9494
"Car, Car, Car",0,3,"pleasanton, CA","murrieta, CA",600,1276.6
SUV,1,1,"anaheim, CA","anaheim, CA",75,7.99574
Car,1,1,"fremont, CA","paramount, CA",175,380.435
Car,0,1,"north hollywood, CA","san diego, CA",150,126.05
Pickup Crew Cab,0,1,"merced, CA","fresno, CA",125,60.9756
Pickup,1,1,"fallbrook, CA","richmond, CA",500,480.769
"Coupe, Coupe, Coupe",0,3,"livermore, CA","riverside, CA",675,1205.36
SUV,0,1,"corona, CA","bakersfield, CA",90,155.172
Car,0,1,"hesperia, CA","los angeles, CA",100,84.7458
Car,0,1,"sonoma, CA","compton, CA",400,430.108
Other,1,1,"martinez, CA","paramount, CA",300,389.61
Car,0,1,"san diego, CA","sausalito, CA",350,514.706
Car,0,1,"thousand oaks, CA","berkeley, CA",300,389.61
SUV,0,1,"los angeles, CA","redwood city, CA",250,362.319
Car,0,1,"walnut creek, CA","oakland, CA",125,18.0115
SUV,0,1,"bakersfield, CA","visalia, CA",106,82.1705
10 Van,0,1,"sunnyvale, CA","tracy, CA",501,468.224
Car,0,1,"san diego, CA","berkeley, CA",400,493.827
Car,0,1,"van nuys, CA","chico, CA",425,472.222
Van,1,1,"san jose, CA","sacramento, CA",175,127.737
Car,0,1,"costa mesa, CA","sacramento, CA",250,431.034
Pickup,1,1,"rio linda, CA","richmond, CA",125,80.1282
SUV,0,1,"valencia, CA","stockton, CA",250,312.5
Pickup,0,1,"pleasanton, CA","shingle springs, CA",175,119.048
Pickup,1,1,"manteca, CA","newbury park, CA",300,357.143
Car,0,1,"long beach, CA","murrieta, CA",110,73.8255
Car,0,1,"kingman, AZ","cerritos, CA",250,333.333
SUV,0,1,"gardena, CA","fresno, CA",175,233.333
Pickup,0,1,"san diego, CA","fremont, CA",350,460.526
Car,0,1,"monterey, CA","oakland, CA",225,113.065
Other,1,1,"salinas, CA","san jose, CA",115,56.0976
Car,1,1,"los angeles, CA","wilmington, CA",80,16.9851
Other,1,1,"dublin, CA","hayward, CA",75,17.0068
Car,0,1,"norco, CA","oakland, CA",175,416.667
"Car, Car, SUV, SUV",0,4,"riverside, CA","fresno, CA",540,1125
"Car, Car, Car, Car",0,4,"san diego, CA","los angeles, CA",300,500
SUV,0,1,"el portal, CA","monterey, CA",500,185.185
Car,0,1,"gardena, CA","irvine, CA",70,33.9806
Pickup,0,1,"gardnerville, NV","oakland, CA",500,204.082
SUV,0,1,"westlake village, CA","escondido, CA",200,149.254
Other,1,1,"oakland, CA","san jose, CA",90,42.0561
SUV,0,1,"hayward, CA","chula vista, CA",250,490.196
Other,0,1,"yermo, CA","fortuna, CA",400,655.738
Van,0,1,"los angeles, CA","santa clara, CA",300,344.828
Sedan Midsize,0,1,"alameda, CA","san diego, CA",350,479.452
Pickup,0,1,"coronado, CA","citrus heights, CA",425,531.25
"Car, Car, Car, Car",0,4,"riverside, CA","bakersfield, CA",340,607.143
Car,1,1,"placerville, CA","columbia, CA",150,78.125
Van,0,1,"elk grove, CA","hayward, CA",85,106.25
SUV,0,1,"san ramon, CA","san francisco, CA",100,37.037
Car,0,1,"fremont, CA","long beach, CA",175,380.435
Car,1,1,"vallejo, CA","sun valley, CA",200,370.37
"Pickup, Pickup",0,2,"escondido, CA","wilmington, CA",575,208.333
Car,0,1,"fresno, CA","fresno, CA",40,12.987
Car,0,1,"gardena, CA","temecula, CA",125,93.985
SUV,0,1,"orange, CA","elk grove, CA",250,403.226
Pickup,0,1,"fontana, CA","san jose, CA",350,384.615
Van,0,1,"la puente, CA","hayward, CA",300,384.615
Car,0,1,"gardena, CA","thousand oaks, CA",80,51.9481
Pickup,1,1,"san diego, CA","milpitas, CA",450,468.75
SUV,0,1,"fresno, CA","duarte, CA",150,223.881
"Car, Car, Car, SUV, SUV",0,5,"tracy, CA","modesto, CA",275,199.275
Car,0,1,"martinez, CA","san bernardino, CA",175,426.829
Car,0,1,"colton, CA","pomona, CA",80,34.0426
Car,0,1,"fremont, CA","huntington beach, CA",200,392.157
Car,1,1,"gardena, CA","san diego, CA",100,117.647
"Car, Car",0,2,"santa clara, CA","corona, CA",320,800
Car,0,1,"sacramento, CA","fremont, CA",95,111.765
Car,0,1,"sacramento, CA","rocklin, CA",100,17.9856
"Car, Car, Car",0,3,"fremont, CA","tracy, CA",300,132.159
Car,0,1,"carson, CA","san diego, CA",150,115.385
Car,0,1,"gardena, CA","nipomo, CA",225,190.678
"Car, Car, Van, Van, Van",0,5,"tracy, CA","modesto, CA",275,199.275
Car,0,1,"westlake village, CA","hayward, CA",300,375
"Car, Car, Car, Car, Car, Car, Car, Pickup, Van",0,9,"oceanside, CA","santa clara, CA",1600,3902.44
Car,0,1,"san francisco, CA","pomona, CA",225,409.091
Car,1,1,"san diego, CA","commerce, CA",100,128.205
"Car, Car, Car, Car, Car, Car, SUV, SUV, Van",0,9,"riverside, CA","oxnard, CA",495,1076.09
Van,0,1,"san jose, CA","richmond, CA",150,59.0551
Car,0,1,"bay point, CA","valencia, CA",200,333.333
Car,0,1,"santa clara, CA","huntington beach, CA",200,377.358
Heavy Equipment,1,1,"santa rosa, CA","tracy, CA",450,108.959
Car,0,1,"san leandro, CA","arcadia, CA",350,372.34
SUV,1,1,"sacramento, CA","carlsbad, CA",250,471.698
Car,0,1,"atascadero, CA","compton, CA",250,233.645
"Car, Car",0,2,"los angeles, CA","berkeley, CA",650,755.814
SUV,0,1,"anaheim, CA","santa fe springs, CA",50,15.9744
Car,0,1,"huntington beach, CA","gardena, CA",145,23.0159
Car,1,1,"hayward, CA","fontana, CA",200,408.163
Pickup Small,0,1,"reno, NV","chico, CA",280,161.85
Pickup,0,1,"stockton, CA","chino hills, CA",300,375
Car,0,1,"long beach, CA","la jolla, CA",150,104.167
Car,0,1,"fontana, CA","long beach, CA",65,63.7255
SUV,1,1,"martinez, CA","sacramento, CA",120,80
SUV,0,1,"gardena, CA","stanford, CA",250,373.134
Car,0,1,"rancho cordova, CA","long beach, CA",200,408.163
Car,0,1,"gardena, CA","del mar, CA",100,98.0392
Car,0,1,"fresno, CA","bakersfield, CA",150,120
Pickup,0,1,"fremont, CA","anaheim, CA",175,388.889
Pickup,0,1,"newark, CA","union city, CA",150,6.99953
SUV,0,1,"reno, NV","oakland, CA",350,218.75
SUV,0,1,"cerritos, CA","bakersfield, CA",90,118.421
Van,0,1,"fontana, CA","chico, CA",500,520.833
Car,0,1,"eureka, CA","roseville, CA",350,327.103
Car,0,1,"anaheim, CA","hayward, CA",220,392.857
SUV,0,1,"los angeles, CA","stockton, CA",200,350.877
Car,0,1,"san diego, CA","sunnyvale, CA",425,461.957
Car,0,1,"sebastopol, CA","huntington beach, CA",200,465.116
SUV,1,1,"sacramento, CA","los angeles, CA",160,390.244
Pickup,0,1,"la mesa, CA","lynwood, CA",200,122.699
Car,0,1,"anaheim, CA","antioch, CA",226,376.667
Car,0,1,"irvine, CA","elk grove, CA",200,408.163
Car,0,1,"pasadena, CA","san jose, CA",200,338.983
Car,1,1,"anaheim, CA","gardena, CA",90,32.0285
Car,1,1,"san diego, CA","duarte, CA",125,143.678
Car,0,1,"valencia, CA","riverside, CA",80,91.954
Car,0,1,"San Diego, CA","Bakersfield, CA",118,214.545
Car,0,1,"san martin, CA","sacramento, CA",150,141.509
Pickup,0,1,"paramount, CA","burlingame, CA",475,395.833
Pickup,0,1,"san diego, CA","san jose, CA",350,466.667
"Car, Car",0,2,"corona, CA","thousand oaks, CA",134,183.562
Car,0,1,"novato, CA","chico, CA",250,171.233
Car,0,1,"san carlos, CA","paso robles, CA",200,183.486
Pickup,0,1,"lemoore, CA","fullerton, CA",125,227.273
Car,0,1,"escondido, CA","san jose, CA",250,462.963
SUV,0,1,"bellflower, CA","mcclellan, CA",225,416.667
SUV,0,1,"sylmar, CA","santa clara, CA",200,338.983
Other,0,1,"twentynine palms, CA","norwalk, CA",145,138.095
"Van, Van, Van, Van, Van, Van, Van, Van",0,8,"hayward, CA","sacramento, CA",1320,857.143
Car,0,1,"upland, CA","ventura, CA",100,107.527
"Car, Car, Car, SUV, SUV",0,5,"riverside, CA","bakersfield, CA",425,923.913
Car,1,1,"san diego, CA","duarte, CA",150,144.231
Car,0,1,"santa clara, CA","los angeles, CA",175,343.137
"Car, Car, SUV, SUV",0,4,"riverside, CA","corte madera, CA",1050,1779.66
"SUV, SUV",0,2,"mira loma, CA","montebello, CA",140,80
Pickup,0,1,"lemoore, CA","riverside, CA",125,255.102
Car,1,1,"bay point, CA","north highlands, CA",100,83.3333
SUV,0,1,"anaheim, CA","north highlands, CA",200,434.783
Pickup,0,1,"oceanside, CA","sacramento, CA",350,486.111
SUV,0,1,"medford, OR","commerce, CA",400,701.754
Car,0,1,"north hollywood, CA","richmond, CA",275,366.667
SUV,1,1,"fremont, CA","carson, CA",175,372.34
Car,0,1,"riverside, CA","port hueneme, CA",125,121.359
Car,0,1,"stockton, CA","palm desert, CA",300,476.19
Car,0,1,"la verne, CA","santa clara, CA",200,370.37
Van,0,1,"corona, CA","long beach, CA",80,55.1724
Car,0,1,"van nuys, CA","san jose, CA",250,328.947
SUV,0,1,"west hollywood, CA","bakersfield, CA",200,112.994
SUV,0,1,"san diego, CA","gardena, CA",140,110.236
Car,0,1,"newark, CA","richmond, CA",125,35.014
Sedan Small,0,1,"san diego, CA","arcata, CA",650,773.81
Car,1,1,"orange, CA","bakersfield, CA",80,140.351
Car,0,1,"fontana, CA","port hueneme, CA",125,110.619
Car,0,1,"san diego, CA","gardena, CA",100,107.527
Car,0,1,"north hollywood, CA","anaheim, CA",100,52.0833
Other,0,1,"torrance, CA","santa clara, CA",190,358.491
Car,0,1,"rosemead, CA","sacramento, CA",300,400
Pickup,1,1,"vallejo, CA","sacramento, CA",120,64.8649
SUV,1,1,"escondido, CA","santa fe springs, CA",150,90.9091
Car,1,1,"rancho cucamonga, CA","anaheim, CA",75,33.9367
Car,0,1,"san diego, CA","rancho cordova, CA",250,520.833
"Van, Van",0,2,"irvine, CA","el segundo, CA",300,95.8466
Car,0,1,"clovis, CA","valencia, CA",125,204.918
SUV,0,1,"glendale, CA","palo alto, CA",275,352.564
Car,0,1,"los angeles, CA","escondido, CA",100,123.457
SUV,0,1,"san jose, CA","monterey park, CA",300,340.909
Coupe,0,1,"livermore, CA","seaside, CA",175,106.707
Car,0,1,"simi valley, CA","long beach, CA",125,57.8704
SUV,1,1,"martinez, CA","carson, CA",175,388.889
SUV,0,1,"gardena, CA","oxnard, CA",100,71.9424
Other,1,1,"camp pendleton, CA","tehachapi, CA",240,196.721
Car,0,1,"martinez, CA","w sacramento, CA",100,74.0741
Car,0,1,"san diego, CA","rancho cordova, CA",300,500
Car,0,1,"gardena, CA","anaheim, CA",75,32.0513
Pickup,0,1,"gardnerville, NV","reno, NV",300,51.9931
SUV,0,1,"woodland hills, CA","stockton, CA",250,342.466
Sedan Midsize,0,1,"hayward, CA","fresno, CA",150,176.471
Pickup,0,1,"san marcos, CA","wilmington, CA",250,91.9118
Car,1,1,"hayward, CA","gardena, CA",175,372.34
Car,0,1,"gardena, CA","san diego, CA",100,112.36
Other,1,1,"national city, CA","san diego, CA",65,9.00277
Car,0,1,"newport beach, CA","sun valley, CA",200,58.9971
Car,0,1,"riverside, CA","tracy, CA",200,377.358
Car,0,1,"rancho cordova, CA","fontana, CA",200,434.783
SUV,1,1,"imperial beach, CA","alpine, CA",225,44.0313
Car,0,1,"san francisco, CA","san diego, CA",250,490.196
Car,0,1,"fresno, CA","redwood city, CA",160,181.818
Car,0,1,"long beach, CA","newport beach, CA",100,30.9598
Car,0,1,"san diego, CA","san jose, CA",250,462.963
Pickup,0,1,"los gatos, CA","costa mesa, CA",400,384.615
Car,0,1,"colton, CA","long beach, CA",100,70.922
Car,1,1,"fremont, CA","san diego, CA",300,491.803
Car,0,1,"san diego, CA","rio linda, CA",350,514.706
Car,0,1,"gardena, CA","san diego, CA",125,105.932
Pickup,0,1,"roseville, CA","hayward, CA",85,118.056
Car,0,1,"redding, CA","turlock, CA",200,256.41
Car,0,1,"parker, AZ","los angeles, CA",225,281.25
Car,0,1,"ukiah, CA","gardena, CA",400,500
Car,1,1,"anaheim, CA","el cajon, CA",100,109.89
Car,0,1,"folsom, CA","hayward, CA",85,123.188
"Car, Car, Car, Car, SUV",0,5,"mira loma, CA","oxnard, CA",300,535.714
Car,0,1,"paramount, CA","san diego, CA",100,106.383
Car,0,1,"sacramento, CA","hacienda heights, CA",175,397.727
Pickup,1,1,"santa paula, CA","montebello, CA",150,87.2093
"Car, SUV",0,2,"van nuys, CA","long beach, CA",150,78.125
Car,0,1,"santa fe springs, CA","sunnyvale, CA",250,367.647
Car,0,1,"gardena, CA","sunnyvale, CA",250,362.319
Pickup,0,1,"artesia, CA","portola valley, CA",300,379.747
Car,1,1,"bay point, CA","lynwood, CA",175,380.435
Car,0,1,"woodbridge, CA","paramount, CA",275,376.712
Car,1,1,"fremont, CA","carson, CA",200,384.615
Car,0,1,"encinitas, CA","long beach, CA",150,88.7574
Car,1,1,"sacramento, CA","long beach, CA",175,406.977
"Car, SUV",1,2,"riverside, CA","compton, CA",350,115.894
Car,0,1,"fremont, CA","lake forest, CA",200,400
Car,1,1,"san diego, CA","anaheim, CA",100,112.36
SUV,0,1,"west covina, CA","fresno, CA",135,245.455
SUV,0,1,"beverly hills, CA","fort bragg, CA",400,547.945
SUV,0,1,"van nuys, CA","bakersfield, CA",80,86.0215
Car,0,1,"santa maria, CA","sunnyvale, CA",200,227.273
Van,0,1,"santa rosa, CA","benicia, CA",100,50
SUV,0,1,"indio, CA","bakersfield, CA",118,222.642
"Car, Car, Car, Car, Car",0,5,"hayward, CA","modesto, CA",330,343.75
Car,0,1,"santa fe springs, CA","walnut creek, CA",200,377.358
Car,0,1,"lake havasu city, AZ","corona, CA",350,265.152
Car,0,1,"van nuys, CA","lake forest, CA",175,64.1026
Car,0,1,"las vegas, NV","brea, CA",150,245.902
SUV,0,1,"sherman oaks, CA","bakersfield, CA",100,87.7193
Car,0,1,"vallejo, CA","oakland, CA",250,23.9923
Car,1,1,"san diego, CA","gardena, CA",135,127.358
SUV,0,1,"santa ana, CA","roseville, CA",250,446.429
SUV,1,1,"san diego, CA","santa fe springs, CA",125,93.985
Car,0,1,"rncho cordova, CA","long beach, CA",175,426.829
Car,0,1,"gardena, CA","los angeles, CA",60,18.9873
Pickup,1,1,"whittier, CA","simi valley, CA",150,61.9835
Pickup,0,1,"ventura, CA","long beach, CA",200,78.125
Car,1,1,"davis, CA","fremont, CA",225,94.9367
Pickup,0,1,"gardena, CA","fontana, CA",125,58.9623
Car,0,1,"palm desert, CA","gardena, CA",250,126.904
SUV,0,1,"costa mesa, CA","lincoln, CA",250,462.963
Pickup,0,1,"glendale, CA","woodland, CA",350,402.299
SUV,1,1,"sacramento, CA","downey, CA",175,388.889
Other,1,1,"vallejo, CA","fremont, CA",85,54.1401
SUV,0,1,"los angeles, CA","roseville, CA",275,410.448
Car,0,1,"gardena, CA","rancho cordova, CA",200,416.667
Car,0,1,"riverside, CA","fresno, CA",135,275.51
"Car, Car, Car, Car",0,4,"riverside, CA","fresno, CA",540,1125
Pickup,0,1,"san diego, CA","dixon, CA",350,507.246
SUV,0,1,"torrance, CA","ventura, CA",200,72.9927
Car,0,1,"irvine, CA","palo alto, CA",275,392.857
Car,0,1,"colton, CA","long beach, CA",85,70.8333
Car,0,1,"modesto, CA","ontario, CA",175,364.583
SUV,0,1,"west hollywood, CA","ashland, OR",600,674.157
SUV,0,1,"reno, NV","oakland, CA",300,211.268
Pickup,0,1,"south el monte, CA","perris, CA",125,60.0962
SUV,0,1,"los angeles, CA","modesto, CA",225,316.901
Pickup,0,1,"bakersfield, CA","corona, CA",120,155.844
"Car, Car, Car",0,3,"pleasanton, CA","fremont, CA",450,42.0168
"Car, Car",0,2,"ontario, CA","fresno, CA",380,520.548
Van,0,1,"los angeles, CA","half moon bay, CA",200,370.37
Van,0,1,"oakland, CA","la mesa, CA",350,492.958
"Car, Car, Car",0,3,"fontana, CA","garden grove, CA",255,140.884
Car,0,1,"carlsbad, CA","petaluma, CA",325,507.812
Car,1,1,"gardena, CA","long beach, CA",75,7.99574
Other,0,1,"lancaster, CA","richmond, CA",400,338.983
"Car, Car, Car, Car, SUV, SUV, SUV, SUV, SUV",0,9,"mira loma, CA","fresno, CA",1215,2700
SUV,0,1,"los altos, CA","placentia, CA",175,380.435
Other,1,1,"sebastopol, CA","hayward, CA",125,82.2368
Car,0,1,"hayward, CA","studio city, CA",175,350
Car,0,1,"fontana, CA","rio linda, CA",230,442.308
Car,1,1,"victorville, CA","ontario, CA",175,50
Other,0,1,"belmont, CA","vista, CA",450,459.184
Van,0,1,"fremont, CA","commerce, CA",175,372.34
Car,0,1,"martinez, CA","el cajon, CA",250,510.204
Car,0,1,"gardena, CA","mountain view, CA",225,368.852
Pickup,0,1,"fontana, CA","pleasanton, CA",335,389.535
Car,0,1,"riverside, CA","hayward, CA",200,416.667
SUV,0,1,"paramount, CA","south san francisco, CA",250,403.226
Car,0,1,"fremont, CA","long beach, CA",150,384.615
Car,1,1,"tracy, CA","carson, CA",200,344.828
"Pickup, Pickup, Pickup, Pickup, Pickup",0,5,"west sacramento, CA","dunnigan, CA",500,174.825
Pickup,1,1,"sacramento, CA","sun valley, CA",225,368.852
Car,0,1,"corona, CA","pleasanton, CA",350,393.258
Pickup,0,1,"fontana, CA","long beach, CA",75,64.1026
Car,0,1,"montebello, CA","fresno, CA",160,238.806
Car,0,1,"hayward, CA","north hollywood, CA",175,350
Car,0,1,"west sacramento, CA","carson, CA",180,409.091
Car,0,1,"martinez, CA","laguna niguel, CA",200,425.532
"Sedan Midsize, Sedan Midsize, SUV Mid-size",0,3,"riverside, CA","sacramento, CA",600,1333.33
Car,0,1,"sherman oaks, CA","san diego, CA",150,140.187
Other,1,1,"byron, CA","hayward, CA",90,54.878
Car,0,1,"riverside, CA","merced, CA",200,333.333
Car,1,1,"anaheim, CA","gardena, CA",75,32.0513
Van,0,1,"brea, CA","hayward, CA",350,402.299
Car,0,1,"fresno, CA","long beach, CA",125,250
Sedan Large,0,1,"san ramon, CA","san diego, CA",220,468.085
Pickup,0,1,"mira loma, CA","yorba linda, CA",50,23.0415
Car,0,1,"ontario, CA","ventura, CA",100,112.36
Car,0,1,"rancho cordova, CA","anaheim, CA",175,426.829
Car,0,1,"corona, CA","walnut creek, CA",250,416.667
SUV Small,0,1,"vallejo, CA","stockton, CA",150,64.1026
Car,0,1,"glendale, CA","placentia, CA",75,39.0625
Car,0,1,"long beach, CA","port hueneme, CA",100,71.9424
SUV,0,1,"hayward, CA","south san francisco, CA",150,29.0135
Car,1,1,"san diego, CA","van nuys, CA",175,159.091
Car,0,1,"el monte, CA","stockton, CA",250,357.143
Pickup,0,1,"lompoc, CA","long beach, CA",225,180
"Car, Car",0,2,"gardena, CA","gardena, CA",100,4
Car,0,1,"canoga park, CA","long beach, CA",100,49.0196
"SUV, SUV",0,2,"van nuys, CA","wilmington, CA",160,78.0488
Pickup,0,1,"carson, CA","corona, CA",100,48.0769
Pickup,1,1,"pittsburg, CA","carson, CA",200,377.358
Car,0,1,"san carlos, CA","san diego, CA",300,476.19
Van,0,1,"folsom, CA","richmond, CA",175,94.086
Car,0,1,"oceanside, CA","stanton, CA",100,70.922
Car,0,1,"riverside, CA","concord, CA",250,423.729
Car,0,1,"san diego, CA","south san francisco, CA",350,507.246
Car,0,1,"fresno, CA","fremont, CA",150,180.723
SUV,0,1,"oceanside, CA","sacramento, CA",350,472.973
Car,0,1,"oakland, CA","sacramento, CA",55,90.1639
Car,0,1,"fresno, CA","long beach, CA",150,245.902
Car,0,1,"madera, CA","hayward, CA",140,150.538
Car,0,1,"fresno, CA","palo alto, CA",150,164.835
Pickup,0,1,"santa ana, CA","montebello, CA",50,27.933
Car,0,1,"gardena, CA","camarillo, CA",100,65.7895
Car,0,1,"hayward, CA","riverside, CA",250,423.729
Car,0,1,"monterey, CA","richmond, CA",200,124.224
Car,0,1,"mira loma, CA","fontana, CA",50,8.99281
Car,0,1,"newbury park, CA","pleasanton, CA",300,365.854
"Motorcycle, Motorcycle, Motorcycle, Motorcycle, Motorcycle,",0,6,"poway, CA","carson, CA",850,1465.52
Car,0,1,"fontana, CA","santa clara, CA",200,392.157
Pickup,1,1,"san martin, CA","lynwood, CA",200,333.333
Car,0,1,"hayward, CA","fresno, CA",150,176.471
"Car, Pickup",0,2,"anaheim, CA","tujunga, CA",150,123.967
Car,0,1,"santa monica, CA","cathedral city, CA",130,126.214
SUV,1,1,"sacramento, CA","gardena, CA",180,391.304
SUV,0,1,"laguna niguel, CA","stockton, CA",250,396.825
SUV,1,1,"fresno, CA","gardena, CA",150,227.273
SUV,0,1,"morgan hill, CA","oakland, CA",175,64.1026
"Pickup Crew Cab, Pickup Crew Cab",0,2,"fontana, CA","fresno, CA",300,545.455
Pickup,0,1,"north hills, CA","medford, OR",750,675.676
Car,0,1,"los angeles, CA","modesto, CA",200,333.333
Car,0,1,"roseville, CA","hayward, CA",85,118.056
"Car, Car, SUV, SUV, SUV, SUV, SUV, SUV",0,8,"san francisco, CA","riverside, CA",1200,3529.41
SUV,0,1,"martinez, CA","sacramento, CA",100,80
SUV,0,1,"north hollywood, CA","modesto, CA",140,311.111
Car,1,1,"valencia, CA","anaheim, CA",150,70.0935
Car,0,1,"pittsburg, CA","scotts valley, CA",200,84.0336
Car,1,1,"san diego, CA","gardena, CA",250,126.904
"Pickup, Pickup, Pickup",0,3,"san diego, CA","anaheim, CA",300,288.462
Van,0,1,"santa clara, CA","escondido, CA",225,468.75
Car,0,1,"san diego, CA","bakersfield, CA",118,226.923
Car,0,1,"los angeles, CA","bakersfield, CA",85,102.41
"Car, Car, Car, Car, Car",0,5,"hayward, CA","sacramento, CA",275,518.868
Van,0,1,"benicia, CA","tracy, CA",125,64.1026
Car,0,1,"paramount, CA","los angeles, CA",75,23.9617
Car,0,1,"coronado, CA","port hueneme, CA",175,192.308
Car,0,1,"van nuys, CA","bakersfield, CA",80,86.0215
SUV,0,1,"corning, CA","santa monica, CA",400,500
Car,0,1,"corona, CA","trinity center, CA",700,673.077
Pickup,0,1,"livermore, CA","fullerton, CA",200,370.37
Car,0,1,"seaside, CA","rancho mirage, CA",300,441.176
Car,1,1,"carson, CA","carson, CA",50,8
SUV,0,1,"valencia, CA","hollister, CA",250,287.356
Pickup,1,1,"san martin, CA","sun valley, CA",250,301.205
Car,0,1,"san jose, CA","los angeles, CA",250,333.333
